image_path,class_name,label,split,f1_R_mean,f1_G_mean,f1_B_mean,f1_R_std,f1_G_std,f1_B_std,f1_H_mean,f1_S_mean,f1_V_mean,f1_H_std,f1_S_std,f1_V_std,f2_VARI_mean,f2_VARI_std,f2_VARI_p10,f2_VARI_p90,f2_R_norm,f2_G_norm,f2_B_norm,f3_GLCM_contrast,f3_GLCM_homogeneity,f3_GLCM_energy,f3_GLCM_correlation,f3_LBP_bin_0,f3_LBP_bin_1,f3_LBP_bin_2,f3_LBP_bin_3,f3_LBP_bin_4,f3_LBP_bin_5,f3_LBP_bin_6,f3_LBP_bin_7,f3_LBP_bin_8,f3_LBP_bin_9,f3_LBP_bin_10,f3_LBP_bin_11,f3_LBP_bin_12,f3_LBP_bin_13,f3_LBP_bin_14,f3_LBP_bin_15,f3_LBP_bin_16,f3_LBP_bin_17,f3_LBP_bin_18,f3_LBP_bin_19,f3_LBP_bin_20,f3_LBP_bin_21,f3_LBP_bin_22,f3_LBP_bin_23,f3_LBP_bin_24,f3_LBP_bin_25,f3_LBP_bin_26,f3_LBP_bin_27,f3_LBP_bin_28,f3_LBP_bin_29,f3_LBP_bin_30,f3_LBP_bin_31,f3_LBP_bin_32,f3_LBP_bin_33,f3_LBP_bin_34,f3_LBP_bin_35,f3_LBP_bin_36,f3_LBP_bin_37,f3_LBP_bin_38,f3_LBP_bin_39,f3_LBP_bin_40,f3_LBP_bin_41,f3_LBP_bin_42,f3_LBP_bin_43,f3_LBP_bin_44,f3_LBP_bin_45,f3_LBP_bin_46,f3_LBP_bin_47,f3_LBP_bin_48,f3_LBP_bin_49,f3_LBP_bin_50,f3_LBP_bin_51,f3_LBP_bin_52,f3_LBP_bin_53,f3_LBP_bin_54,f3_LBP_bin_55,f3_LBP_bin_56,f3_LBP_bin_57,f3_LBP_bin_58
data/raw\Healthy\healthy_00011.jpg,Healthy,0,train,189.51461470096197,191.03388906315348,179.89553586365537,25.761210475842343,22.490155011993213,43.735481818191175,0.253552872648628,0.0808137913184668,0.7518530888065326,0.228369603738904,0.1723673475573434,0.0876519864542364,0.0073074381798505,0.0249263234436512,-0.0102564105764031,0.0533333346247673,0.3406672775745392,0.3453760743141174,0.3139568269252777,0.1348863300094857,0.9413750091987736,0.4996356296816759,0.9750462914252328,0.0348316603931409,0.0733218318695106,0.0267309703053115,0.1026516102049351,0.074099226265161,0.1551814094521121,0.0815234211626934,0.0984906942701798,0.2175313676286072,0.1356378084483479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data/raw\Healthy\healthy_00012.jpg,Healthy,0,train,200.1371591384358,204.51706451275615,192.11646643663735,53.80911874912715,43.41382825291037,68.43408327078208,0.2798264837330886,0.1203125319702901,0.8042664588009208,0.257145811629313,0.2680260836611046,0.1706317000007749,0.0314629003405571,0.0821835845708847,-0.0091324197128415,0.1776315718889236,0.3372322618961334,0.3620830476284027,0.3006846010684967,0.1091398083404012,0.9548008108968478,0.5271494847895015,0.9943163776191996,0.0192435173567544,0.049832183186951,0.0159723964868255,0.1028732747804266,0.0630745503973232,0.1763095984943538,0.0612625470514429,0.0949173985780008,0.324392513592639,0.0921220200752823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data/raw\Healthy\healthy_00013.jpg,Healthy,0,train,195.23316551652027,196.79712045169384,186.44144291091592,32.74244402679491,28.398293440515747,50.51883536312713,0.2239538313582839,0.0818726516716837,0.773958010454214,0.2427020865522701,0.1868578803379506,0.1115209714723933,0.008607686497271,0.028437316417694,-0.0097560975700616,0.0670391097664833,0.3405942320823669,0.3463815450668335,0.3130242228507995,0.076075150900508,0.9637229641955958,0.5614187163637991,0.9908159846946611,0.0176782726892513,0.0586219155165202,0.0138174404015056,0.1163932455039732,0.0810942074445838,0.1952509410288582,0.0819343370974487,0.0987337933918862,0.2285753868674195,0.1079004600585529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data/raw\Healthy\healthy_00014.jpg,Healthy,0,val,197.8101078539823,202.0214555678466,188.78239859882007,49.52093407128591,38.92892284594891,67.08127174632031,0.2663753857654833,0.1226736651475849,0.7948350432452159,0.2770049574358051,0.2802564889241506,0.1530877871386532,0.0277252662926912,0.0770895779132843,-0.00947867333889,0.1490403264760971,0.3388529419898987,0.3624546527862549,0.2986924350261688,0.110836232720187,0.9566884176550776,0.5496959369203437,0.993214645625058,0.0206913716814159,0.0552581120943952,0.0162380162241887,0.1061522861356932,0.0702193952802359,0.1858692846607669,0.0701603982300884,0.1012831858407079,0.2738818215339233,0.100246128318584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data/raw\Healthy\healthy_00015.jpg,Healthy,0,test,186.91488661504425,188.40947732300884,179.04043602507377,32.07034824760799,28.494713852305345,47.80007613021898,0.2678589174451445,0.0799039695896103,0.7413599145541111,0.2538873334851291,0.1820926688501087,0.1113303194954158,0.0086639402434229,0.0290085058659315,-0.0103626940399408,0.0594059415161609,0.3402588069438934,0.3458515405654907,0.3138896226882934,0.1150426087547522,0.9465998298209266,0.5427192430449593,0.9856918343105135,0.0397750737463126,0.0777396755162241,0.0277387536873156,0.0965717182890855,0.0756627949852507,0.1440256268436578,0.0817948008849557,0.10265302359882,0.2081074852507374,0.1459310471976401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data/raw\Healthy\healthy_00016.jpg,Healthy,0,train,201.8130264533668,204.8910952530322,193.42004757423672,50.248078137665686,41.87067818064333,67.57306411160988,0.1552177330003745,0.1106700253536094,0.8049903970144417,0.2251731966986328,0.2630574356017349,0.1642668578784142,0.0207648649811744,0.0579936280846595,-0.0049999998882412,0.1458333283662796,0.340421587228775,0.3571881949901581,0.3023904860019684,0.1202418432322879,0.9545270399827038,0.5472951947016261,0.9932835719469572,0.0237944374738603,0.0566363446256796,0.0172417398578,0.0987808448347971,0.0567921371810957,0.1674545169385194,0.0640584483479715,0.0969808657465495,0.3135126516102049,0.1047480133835215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data/raw\Healthy\healthy_00017.jpg,Healthy,0,val,191.6780531158511,193.7095639899624,181.5922480133835,35.66269314394552,30.67565444336853,56.26460796722766,0.2260643002912124,0.1007074998661237,0.7622605051017602,0.2572936705960723,0.2188129968290162,0.1205251088106673,0.0110013745725154,0.0321487784385681,-0.0097087379544973,0.077844314277172,0.3422968685626983,0.3500779271125793,0.3076252043247223,0.1396826138210189,0.9387284998444844,0.5273668027068801,0.9859150378878376,0.0389298410706817,0.0776359263906315,0.0275564617314931,0.0987667294019238,0.0688393977415307,0.1479804475115014,0.082219782517775,0.100207026348808,0.2130567754077791,0.1448076118778753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data/raw\Healthy\healthy_00018.jpg,Healthy,0,train,180.34583751568383,182.7494981179423,172.8033568590548,32.16063502384742,25.219175083316824,47.55151241590485,0.2382760526595875,0.0858623269848111,0.7191627282932173,0.2378902333295493,0.2143431992566955,0.0988304470746796,0.0143851721659302,0.0495648421347141,-0.0104712042957544,0.0139534883201122,0.3390238881111145,0.350032776594162,0.3109435141086578,0.0886910036176614,0.9595618366731024,0.5517112356475867,0.987113041176685,0.0268083437892095,0.0694317231283981,0.0193506900878293,0.10504339188624,0.0702509410288582,0.1719531576746131,0.0791149100794646,0.1007423672103722,0.2291750313676286,0.128129443747386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data/raw\Healthy\healthy_00019.jpg,Healthy,0,train,196.05583908406524,196.77804945629444,187.8926191969887,23.40617187159281,19.50507044828712,40.65872519444933,0.1908854692214426,0.0641675132415846,0.7748771455296185,0.2356756398257257,0.1573419386047534,0.0764740528525778,0.0034220209345221,0.0236656889319419,-0.0099999997764825,0.0101522840559482,0.3395127654075622,0.3425749242305755,0.3179124295711517,0.1118209727906083,0.9508515531016132,0.5925686969661242,0.9743855485668224,0.0386741948975324,0.0811830823923044,0.0264575491426181,0.0973614596403178,0.065487243831033,0.1444296319531576,0.0861888331242158,0.0999487662066081,0.2077023212045169,0.1525669176076955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data/raw\Healthy\healthy_00020.jpg,Healthy,0,train,201.1932617105813,204.3870765370138,190.7118601003764,46.12976991245873,37.31728257682034,68.97651167439332,0.255157331897214,0.1229282460558599,0.8043385715399688,0.3140732104703261,0.285291423641475,0.1469827588962609,0.0181135274469852,0.0519932769238948,-0.0092592593282461,0.1379310339689254,0.3429921567440033,0.3589240908622741,0.2980836927890777,0.0827520711912055,0.9653407507517032,0.6047520839578382,0.9944722417151636,0.0232507319113341,0.0601233793391886,0.017547574236721,0.0998196361355081,0.065245713090757,0.1698473442074445,0.0677619196988707,0.0956702216645754,0.2902059807611878,0.1105274989544123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data/raw\Healthy\healthy_00021.jpg,Healthy,0,val,189.0425297992472,191.5030620033459,178.57637965286492,32.9459845970044,27.897526738991026,54.08148380870437,0.2500903862243434,0.1013329571884139,0.753035502844979,0.224881320974079,0.2151023245237406,0.1094386216120204,0.0127617651596665,0.0318268463015556,-0.0096618356183171,0.0795454531908035,0.3419694900512695,0.3502992987632751,0.3077313005924225,0.1349575800966609,0.937909445213061,0.539145835382383,0.9839767071170228,0.0435591802593057,0.0828100167294019,0.0315176704307821,0.0972527185278126,0.0760220618987871,0.1378591593475533,0.0878811166875784,0.0994019238812212,0.1873996235884567,0.1562965286491008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data/raw\Healthy\healthy_00022.jpg,Healthy,0,test,199.7513007109996,202.022252195734,195.12449550397324,58.14144790627568,51.55863971820676,66.17806998508289,0.1803574926527847,0.0897165434957326,0.7940264267347712,0.2607751651614656,0.2115861748310684,0.2024723860623678,0.0263999998569488,0.0778656527400016,-0.0088495574891567,0.1603773534297943,0.335281640291214,0.3533430397510528,0.3113754689693451,0.1857739595694234,0.9404967990151818,0.559409792743639,0.9923326100465016,0.0254234629861982,0.0566765997490589,0.0189768925135926,0.0983647009619406,0.0543689878711836,0.1664878711836052,0.061026244249268,0.0970964031785863,0.3180620033458803,0.1035168339606859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data/raw\Healthy\healthy_00023.jpg,Healthy,0,train,199.6652875365956,202.1868987871184,192.2710853199498,43.05754807019072,38.275263248093054,57.42755832380478,0.2099063049986257,0.0864386002157193,0.7936892944330026,0.1205839822259109,0.1933815003186482,0.1501067183702488,0.0157761480659246,0.0368589386343956,-0.0046728970482945,0.0898876413702964,0.3393413722515106,0.3486696779727936,0.3119888007640838,0.1312127053912796,0.9474351445838608,0.6180086091057522,0.990588340866566,0.026418339606859,0.0582455039732329,0.0197046214972814,0.1020577164366373,0.0577195734002509,0.1701662484316185,0.06594834797156,0.0993219364282727,0.2922318067754078,0.1081859054788791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
